Train_No,Route_Number,Start_Station,End_Station,Total_Distance,Number_of_Stops,Total_Duration_Minutes
14120,1,DDN,KGM,335,11,495.0
14123,1,PBH,CNB,246,15,305.0
14124,1,CNB,PBH,246,15,325.0
14125,1,ALD,MUR,202,15,410.0
14126,1,MUR,ALD,202,15,355.0
14151,1,CNB,ANVT,429,13,630.0
14152,1,ANVT,CNB,478,13,705.0
14163,1,ALD,MTC,629,30,775.0
14164,1,MTC,ALD,629,24,790.0
14201,1,JNU,RBL,197,11,320.0
14202,1,RBL,JNU,197,11,320.0
14203,1,BSB,LKO,301,14,350.0
14204,1,LKO,BSB,301,14,390.0
14205,1,FD,DLI,614,11,735.0
14206,1,DLI,FD,614,11,775.0
14207,1,PBH,DLI,659,16,825.0
14208,1,DLI,PBH,659,16,750.0
14209,1,PRG,LKO,194,8,225.0
14210,1,LKO,PRG,194,8,240.0
14211,1,AGC,NDLS,188,18,260.0
14212,1,NDLS,AGC,191,18,270.0
14213,1,BSB,GD,254,12,360.0
14214,1,GD,BSB,255,12,405.0
14215,1,ALD,LKO,200,11,250.0
14216,1,LKO,ALD,200,11,265.0
14217,1,PRG,CDG,875,41,1160.0
14218,1,CDG,PRG,875,40,1095.0
14219,1,BSB,LKO,301,12,375.0
14220,1,LKO,BSB,301,12,450.0
14221,1,FD,CPA,203,9,315.0
14222,1,CPA,FD,203,9,305.0
14227,1,BSB,LKO,276,13,305.0
14228,1,LKO,BSB,276,12,340.0
14235,1,BSB,BE,558,48,880.0
14236,1,BE,BSB,558,45,915.0
14257,1,BSB,NDLS,793,32,975.0
14258,1,NDLS,BSB,793,34,1020.0
14260,1,LKO,MGS,319,8,420.0
14265,1,BSB,DDN,845,49,1325.0
14266,1,DDN,BSB,845,51,1280.0
14307,1,PRG,BE,460,41,760.0
14308,1,BE,PRG,460,40,740.0
14309,1,UJN,DDN,1226,30,1720.0
14310,1,DDN,UJN,1228,30,1635.0
14311,1,BE,BHUJ,1543,46,1920.0
14312,1,BHUJ,BE,1540,45,1915.0
14313,1,LTT,BE,1592,26,1885.0
14314,1,BE,LTT,1591,27,1980.0
14315,1,BE,NDLS,257,16,340.0
14316,1,NDLS,BE,257,16,315.0
14317,1,INDB,DDN,1165,30,1720.0
14318,1,DDN,INDB,1168,30,1490.0
14319,1,INDB,BE,1021,19,1360.0
14320,1,BE,INDB,1020,19,1445.0
14321,1,BE,BHUJ,1409,46,1650.0
14322,1,BHUJ,BE,1407,45,1650.0
14323,1,NDLS,ROK,71,6,140.0
14324,1,ROK,NDLS,71,6,105.0
14369,1,SGRL,BE,722,36,1215.0
14370,1,BE,SGRL,722,36,1165.0
14371,1,BRWD,CPU,201,10,255.0
14372,1,CPU,BRWD,201,10,290.0
14501,1,BTI,JAT,523,13,635.0
14502,1,JAT,BTI,523,13,665.0
14503,1,KLK,SVDK,479,10,575.0
14504,1,SVDK,KLK,479,10,630.0
14505,1,ASR,NLDM,286,11,345.0
14506,1,NLDM,ASR,286,12,355.0
14511,1,ALD,SRE,773,29,1095.0
14512,1,SRE,ALD,773,28,1025.0
14519,1,DLI,BTI,335,19,450.0
14520,1,BTI,DLI,335,19,435.0
14521,1,DLI,UMB,261,14,335.0
14522,1,UMB,DLI,261,14,360.0
14523,1,BJU,UMB,1295,21,1615.0
14524,1,UMB,BJU,1296,21,1645.0
14525,1,UMB,SGNR,314,15,405.0
14526,1,SGNR,UMB,314,15,415.0
14545,1,FN,SRE,212,27,495.0
14546,1,SRE,FN,203,27,395.0
14553,1,DLI,AADR,398,28,590.0
14554,1,AADR,DLI,398,26,560.0
14555,1,BE,DLI,271,21,455.0
14556,1,DLI,BE,271,21,425.0
14601,1,FZR,SGNR,184,10,225.0
14602,1,SGNR,FZR,184,10,265.0
14603,1,SHC,ASR,1568,33,2070.0
14604,1,ASR,SHC,1571,33,1850.0
14609,1,RKSH,SVDK,635,22,845.0
14610,1,SVDK,RKSH,635,22,975.0
14611,1,GCT,SVDK,1385,14,1685.0
14613,1,CDG,FZR,236,8,300.0
14614,1,FZR,CDG,236,8,285.0
14615,1,LKU,ASR,661,18,960.0
14616,1,ASR,LKU,661,18,870.0
14623,1,CWA,DEE,1027,23,1200.0
14624,1,DEE,CWA,1029,23,1290.0
14625,1,DEE,FZR,382,18,450.0
14626,1,FZR,DEE,382,18,440.0
14629,1,LDH,FZR,123,9,155.0
14630,1,FZR,LDH,123,9,150.0
14631,1,DDN,ASR,462,27,750.0
14632,1,ASR,DDN,462,29,745.0
14633,1,ASR,PTK,106,7,150.0
14634,1,PTK,ASR,106,7,150.0
14645,1,DLI,JAT,639,29,815.0
14646,1,JAT,DLI,639,28,835.0
14649,1,JYG,ASR,1668,63,2440.0
14650,1,ASR,JYG,1669,58,2240.0
14659,1,DLI,JSM,919,39,1090.0
14660,1,JSM,DLI,919,39,1110.0
14661,1,JU,BME,209,8,240.0
14662,1,BME,JU,209,8,255.0
14673,1,JYG,ASR,1650,58,2440.0
14674,1,ASR,JYG,1653,58,2240.0
14681,1,NDLS,JUC,438,21,545.0
14682,1,JUC,NDLS,438,21,525.0
14703,1,JSM,LGH,314,14,395.0
14704,1,LGH,JSM,314,14,380.0
14707,1,BKN,BDTS,1211,34,1450.0
14708,1,BDTS,BKN,1209,34,1470.0
14709,1,BKN,PURI,2094,31,2440.0
14710,1,PURI,BKN,2091,31,2370.0
14711,1,HW,SGNR,471,21,590.0
14712,1,SGNR,HW,471,21,560.0
14713,1,SGNR,JAT,534,15,710.0
14714,1,JAT,SGNR,534,15,750.0
14715,1,HSR,HW,445,10,650.0
14716,1,HW,HSR,445,10,580.0
14717,1,BKN,HW,751,14,975.0
14718,1,HW,BKN,751,14,935.0
14723,1,CNB,BNW,604,31,975.0
14724,1,BNW,CNB,605,30,995.0
14731,1,DLI,FKA,521,29,640.0
14732,1,FKA,DLI,521,29,645.0
14795,1,BNW,PNP,108,6,145.0
14796,1,PNP,BNW,108,6,160.0
14801,1,JU,INDB,735,41,960.0
14803,1,BGKT,ADI,479,17,575.0
14804,1,ADI,BGKT,479,17,600.0
14805,1,YPR,BME,2242,38,2730.0
14806,1,BME,YPR,2240,37,3015.0
14807,1,JP,AWR,150,10,175.0
14808,1,AWR,JP,150,10,205.0
14809,1,JSM,JU,300,11,360.0
14810,1,JU,JSM,300,11,390.0
14811,1,SIKR,DEE,291,12,400.0
14812,1,DEE,SIKR,291,12,380.0
14853,1,BSB,JU,1193,36,1515.0
14854,1,JU,BSB,1194,37,1500.0
14863,1,BSB,JU,1145,31,1465.0
14864,1,JU,BSB,1146,32,1395.0
14865,1,BSB,JU,1170,33,1465.0
14866,1,JU,BSB,1171,33,1400.0
14887,1,KLK,BME,1082,40,1365.0
14888,1,BME,KLK,1082,40,1390.0
14889,1,BGKT,MBF,324,2,360.0
14890,1,MBF,BGKT,324,2,290.0
15001,1,MFP,DDN,1122,26,1435.0
15002,1,DDN,MFP,1124,26,1485.0
15003,1,CPA,GKP,551,31,855.0
15004,1,GKP,CPA,551,28,800.0
15005,1,GKP,DDN,813,16,1000.0
15006,1,DDN,GKP,814,16,1000.0
15007,1,BCY,LJN,503,36,765.0
15008,1,LJN,BCY,505,37,795.0
15009,1,GKP,GTNR,329,16,485.0
15011,1,LJN,CDG,698,20,960.0
15012,1,CDG,LJN,698,20,965.0
15013,1,JSM,KGM,1255,39,1700.0
15014,1,KGM,JSM,1256,39,1595.0
15015,1,GKP,YPR,2501,23,3070.0
15016,1,YPR,GKP,2504,23,3235.0
15017,1,LTT,GKP,1718,73,2195.0
15018,1,GKP,LTT,1718,73,2195.0
15019,1,GKP,NTV,81,5,155.0
15020,1,NTV,GKP,81,5,145.0
15021,1,SHM,GKP,1056,15,1203.0
15022,1,GKP,SHM,1055,15,1215.0
15023,1,GKP,YPR,2460,24,3025.0
15024,1,YPR,GKP,2473,24,2645.0
15025,1,MAU,ANVT,823,11,1020.0
15026,1,ANVT,MAU,823,11,1065.0
15027,1,HTE,GKP,859,50,1460.0
15028,1,GKP,HTE,864,50,1485.0
15029,1,GKP,PUNE,1747,20,2080.0
15030,1,PUNE,GKP,1748,20,1995.0
15033,1,HW,RMR,243,8,305.0
15034,1,RMR,HW,243,8,310.0
15035,1,DLI,KGM,278,10,405.0
15036,1,KGM,DLI,277,10,400.0
15037,1,CNB,KSJ,246,20,355.0
15038,1,KSJ,CNB,247,20,335.0
15039,1,FBD,KSJ,107,8,155.0
15040,1,KSJ,FBD,107,8,120.0
15041,1,FBD,KSJ,107,9,135.0
15042,1,KSJ,FBD,107,9,140.0
15043,1,LJN,KGM,341,11,605.0
15044,1,KGM,LJN,341,11,470.0
15045,1,GKP,OKHA,2285,39,2830.0
15046,1,OKHA,GKP,2286,39,2785.0
15047,1,KOAA,GKP,855,19,1035.0
15048,1,GKP,KOAA,858,19,1015.0
15049,1,KOAA,GKP,879,27,1155.0
15050,1,GKP,KOAA,882,27,1225.0
15051,1,KOAA,GKP,873,22,1065.0
15052,1,GKP,KOAA,875,23,1095.0
15053,1,CPR,LJN,535,13,805.0
15054,1,LJN,CPR,536,13,860.0
15055,1,AF,RMR,440,21,635.0
15056,1,RMR,AF,440,21,680.0
15057,1,GKP,ANVT,748,8,845.0
15058,1,ANVT,GKP,749,8,860.0
15059,1,LKU,ANVT,248,11,390.0
15060,1,ANVT,LKU,248,11,390.0
15063,1,GKP,LTT,1745,23,2070.0
15064,1,LTT,GKP,1745,23,2080.0
15065,1,GKP,PNVL,1743,23,2090.0
15066,1,PNVL,GKP,1743,23,2080.0
15067,1,GKP,BDTS,1896,26,2315.0
15068,1,BDTS,GKP,1895,26,2475.0
15069,1,GKP,BNZ,333,11,365.0
15070,1,BNZ,GKP,333,11,415.0
15097,1,BGP,JAT,1777,31,2205.0
15098,1,JAT,BGP,1780,31,2115.0
15101,1,CPR,CSMT,1878,19,1980.0
15102,1,CSMT,CPR,1882,19,2225.0
15103,1,GKP,MUV,234,15,345.0
15104,1,MUV,GKP,234,16,345.0
15105,1,CPR,GKP,177,10,240.0
15106,1,GKP,CPR,179,16,260.0
15111,1,CPR,BCY,222,14,295.0
15112,1,BCY,CPR,222,14,315.0
15115,1,CPR,DLI,996,21,1480.0
15116,1,DLI,CPR,996,21,1400.0
15117,1,MUV,JBP,492,11,625.0
15118,1,JBP,MUV,493,10,635.0
15119,1,RMM,MUV,2790,37,3225.0
15120,1,MUV,RMM,2785,37,3095.0
15159,1,CPR,DURG,1091,50,1460.0
15160,1,DURG,CPR,1092,46,1515.0
15201,1,PPTA,RXL,204,17,425.0
15202,1,RXL,PPTA,204,17,355.0
15203,1,BJU,LJN,670,37,990.0
15204,1,LJN,BJU,674,37,1020.0
15205,1,LJN,JBP,585,28,820.0
15206,1,JBP,LJN,585,27,770.0
15209,1,SHC,ASR,1520,48,1935.0
15210,1,ASR,SHC,1523,48,1975.0
15211,1,DBG,ASR,1485,48,1950.0
15212,1,ASR,DBG,1486,46,1915.0
15215,1,MFP,NKE,159,13,260.0
15216,1,NKE,MFP,159,13,230.0
15227,1,YPR,MFP,2729,36,3125.0
15228,1,MFP,YPR,2729,35,3145.0
15231,1,BJU,G,1523,32,1970.0
15232,1,G,BJU,1520,34,2130.0
15233,1,KOAA,DBG,534,10,710.0
15234,1,DBG,KOAA,534,10,685.0
15235,1,HWH,DBG,535,11,685.0
15236,1,DBG,HWH,536,11,675.0
15267,1,RXL,LTT,1924,24,2230.0
15268,1,LTT,RXL,1925,23,2390.0
15269,1,MFP,ADI,1744,25,2150.0
15270,1,ADI,MFP,1745,25,2130.0
15271,1,HWH,MFP,549,12,705.0
15272,1,MFP,HWH,550,12,705.0
15273,1,RXL,ANVT,955,45,1455.0
15274,1,ANVT,RXL,956,45,1400.0
15275,1,SHC,BJU,109,8,170.0
15276,1,BJU,SHC,109,8,220.0
15279,1,SHC,ANVT,1182,22,1460.0
15280,1,ANVT,SHC,1185,22,1550.0
15283,1,KIR,JYG,373,19,660.0
15284,1,JYG,KIR,373,19,615.0
15417,1,APDJ,SHTT,589,26,1065.0
15418,1,SHTT,APDJ,589,26,915.0
15463,1,BLGT,SGUJ,308,15,405.0
15464,1,SGUJ,BLGT,309,15,415.0
15483,1,APDJ,DLI,1638,58,2235.0
15484,1,DLI,APDJ,1638,59,2245.0
15529,1,SHC,ANVT,1253,25,1605.0
15530,1,ANVT,SHC,1255,25,1640.0
15531,1,SHC,ASR,1612,28,2160.0
15532,1,ASR,SHC,1615,28,2045.0
15547,1,JYG,LTT,1963,20,2230.0
15548,1,LTT,JYG,1963,20,2160.0
15549,1,JYG,PNBE,243,10,460.0
15550,1,PNBE,JYG,243,10,450.0
15559,1,DBG,ADI,2018,27,2415.0
15560,1,ADI,DBG,2020,27,2450.0
15563,1,JYG,UDN,1865,26,2140.0
15564,1,UDN,JYG,1866,26,2270.0
15601,1,SCL,NDLS,2294,14,2550.0
15602,1,NDLS,SCL,2295,14,2700.0
15603,1,GHY,LEDO,571,35,840.0
15604,1,LEDO,GHY,570,35,830.0
15605,1,FKG,DBRG,233,20,400.0
15606,1,DBRG,FKG,233,20,405.0
15613,1,KYQ,MZS,491,25,690.0
15614,1,MZS,KYQ,491,25,725.0
15617,1,GHY,NHLN,332,14,455.0
15618,1,NHLN,GHY,332,14,525.0
15619,1,GAYA,KYQ,1093,21,1415.0
15620,1,KYQ,GAYA,1093,21,1360.0
15621,1,KYQ,ANVT,1901,25,2165.0
15622,1,ANVT,KYQ,1904,25,2340.0
15623,1,BGKT,KYQ,2541,46,3335.0
15624,1,KYQ,BGKT,2540,46,3150.0
15629,1,TBM,GHY,2796,40,3300.0
15630,1,GHY,TBM,2797,40,3255.0
15631,1,BME,GHY,2462,34,3030.0
15632,1,GHY,BME,2461,34,2835.0
15635,1,OKHA,GHY,3219,44,4040.0
15636,1,GHY,OKHA,3219,44,3910.0
15639,1,PURI,KYQ,1512,26,1870.0
15640,1,KYQ,PURI,1513,26,1925.0
15643,1,PURI,KYQ,1534,27,1915.0
15644,1,KYQ,PURI,1548,26,1905.0
15645,1,LTT,GHY,2598,47,3115.0
15646,1,GHY,LTT,2597,48,3065.0
15647,1,LTT,GHY,2740,54,3175.0
15648,1,GHY,LTT,2739,55,3180.0
15651,1,GHY,JAT,2344,43,2845.0
15652,1,JAT,GHY,2348,43,2935.0
15653,1,GHY,JAT,2431,43,2845.0
15654,1,JAT,GHY,2433,43,2935.0
15655,1,KYQ,SVDK,2606,40,3195.0
15656,1,SVDK,KYQ,2607,40,3410.0
15657,1,SDAH,GHY,977,33,1285.0
15658,1,GHY,SDAH,977,33,1230.0
15659,1,SDAH,AGTL,1555,40,2305.0
15660,1,AGTL,SDAH,1554,40,2275.0
15661,1,RNC,KYQ,1228,29,1570.0
15662,1,KYQ,RNC,1232,29,1590.0
15665,1,GHY,DMV,250,9,340.0
15666,1,DMV,GHY,249,9,345.0
15667,1,GIMB,KYQ,3142,36,3870.0
15668,1,KYQ,GIMB,3142,36,3820.0
15669,1,GHY,DMV,250,7,325.0
15670,1,DMV,GHY,249,7,295.0
15707,1,KIR,ASR,1787,51,2280.0
15708,1,ASR,KIR,1790,53,2220.0
15711,1,HWH,KIR,398,11,530.0
15712,1,KIR,HWH,419,11,530.0
15713,1,KIR,PNBE,289,19,415.0
15714,1,PNBE,KIR,289,19,430.0
15715,1,KNE,AII,1834,28,2370.0
15716,1,AII,KNE,1834,28,2410.0
15717,1,GHY,MXN,405,26,685.0
15718,1,MXN,GHY,404,26,630.0
15719,1,KIR,SGUJ,202,18,315.0
15720,1,SGUJ,KIR,202,18,315.0
15721,1,DGHA,NJP,752,18,1020.0
15722,1,NJP,DGHA,773,18,945.0
15723,1,NJP,SMI,545,13,785.0
15724,1,SMI,NJP,545,13,720.0
15765,1,SGUJ,DBB,262,19,396.0
15766,1,DBB,SGUJ,262,19,510.0
15767,1,SGUJ,APDJ,161,14,285.0
15768,1,APDJ,SGUJ,161,14,240.0
15769,1,APDJ,LMG,450,27,595.0
15770,1,LMG,APDJ,449,26,585.0
15771,1,APDJ,KYQ,300,20,430.0
15772,1,KYQ,APDJ,300,20,430.0
15815,1,KYQ,DKGN,182,12,285.0
15816,1,DKGN,KYQ,182,12,285.0
15903,1,DBRG,CDG,2636,35,3270.0
15904,1,CDG,DBRG,2640,35,3420.0
15905,1,CAPE,DBRG,4260,57,4780.0
15906,1,DBRG,CAPE,4256,58,4965.0
15909,1,DBRG,LGH,3114,89,4015.0
15927,1,RNY,NTSK,595,27,870.0
15928,1,NTSK,RNY,595,27,840.0
15929,1,TBM,DBRG,3353,51,4095.0
15930,1,DBRG,TBM,3353,51,4170.0
15933,1,DBRG,ASR,2870,38,3725.0
15934,1,ASR,DBRG,2872,38,3670.0
15941,1,JAJ,DBRG,1712,32,2270.0
15942,1,DBRG,JAJ,1712,32,2180.0
15959,1,HWH,DBRG,1507,56,2180.0
15960,1,DBRG,HWH,1528,56,2120.0
15967,1,RNY,DBRG,604,31,925.0
15968,1,DBRG,RNY,603,31,885.0
16003,1,MAS,NSL,1365,26,1605.0
16004,1,NSL,MAS,1363,27,1635.0
16021,1,MAS,MYS,498,24,575.0
16022,1,MYS,MAS,499,23,630.0
16023,1,MYS,YPR,143,10,190.0
16024,1,YPR,MYS,143,10,180.0
16031,1,MAS,SVDK,2859,81,3485.0
16032,1,SVDK,MAS,2857,82,3625.0
16053,1,MAS,TPTY,148,8,215.0
16054,1,TPTY,MAS,146,9,220.0
16057,1,MAS,TPTY,148,8,195.0
16058,1,TPTY,MAS,146,9,230.0
16085,1,AJJ,JTJ,144,15,190.0
16086,1,JTJ,AJJ,144,14,170.0
16089,1,MAS,JTJ,212,16,265.0
16090,1,JTJ,MAS,213,16,255.0
16093,1,MAS,LJN,2086,47,2365.0
16094,1,LJN,MAS,2083,46,2520.0
16101,1,MS,RMM,664,24,790.0
16102,1,RMM,MS,664,25,815.0
16105,1,MS,TCN,775,29,975.0
16106,1,TCN,MS,774,29,985.0
16115,1,MS,PDY,196,10,255.0
16116,1,PDY,MS,196,10,235.0
16127,1,MS,GUV,1095,48,1295.0
16128,1,GUV,MS,1096,48,1385.0
16129,1,MEJ,TN,31,4,60.0
16130,1,TN,MEJ,31,3,40.0
16175,1,MS,KIK,360,16,505.0
16176,1,KIK,MS,360,16,490.0
16179,1,MS,MQ,394,13,500.0
16180,1,MQ,MS,394,13,500.0
16181,1,MS,SCT,682,26,780.0
16182,1,SCT,MS,682,27,815.0
16183,1,MS,TJ,351,18,460.0
16184,1,TJ,MS,350,18,430.0
16185,1,NGT,VLNK,10,2,35.0
16186,1,VLNK,NGT,10,2,25.0
16187,1,KIK,ERS,591,29,870.0
16188,1,ERS,KIK,592,27,815.0
16203,1,MAS,TPTY,148,10,215.0
16204,1,TPTY,MAS,146,11,240.0
16205,1,TLGP,MYS,372,13,465.0
16206,1,MYS,TLGP,372,13,450.0
16209,1,AII,MYS,2278,45,2910.0
16210,1,MYS,AII,2279,44,2830.0
16215,1,MYS,SBC,138,10,165.0
16216,1,SBC,MYS,138,10,170.0
16217,1,MYS,SNSI,1304,24,1820.0
16218,1,SNSI,MYS,1304,24,1805.0
16227,1,MYS,TLGP,508,35,695.0
16228,1,TLGP,MYS,508,31,700.0
16229,1,MYS,BSB,2698,35,3160.0
16231,1,MV,MYS,676,24,895.0
16232,1,MYS,MV,676,25,930.0
16233,1,MV,TPJ,120,7,160.0
16234,1,TPJ,MV,120,7,145.0
16235,1,TN,MYS,775,35,1030.0
16301,1,SRR,TVC,327,30,485.0
16302,1,TVC,SRR,327,30,475.0
16303,1,ERS,TVC,220,19,295.0
16304,1,TVC,ERS,219,19,310.0
16305,1,ERS,CAN,282,16,345.0
16306,1,CAN,ERS,282,17,355.0
16307,1,ALLP,CAN,338,27,455.0
16308,1,CAN,ALLP,339,28,485.0
16311,1,BKN,KCVL,2701,44,3190.0
16312,1,KCVL,BKN,2704,44,3245.0
16313,1,ALLP,CAN,338,27,455.0
16314,1,CAN,ALLP,339,26,485.0
16315,1,SBC,KCVL,829,22,965.0
16316,1,KCVL,SBC,830,22,950.0
16317,1,CAPE,SVDK,3769,71,4385.0
16318,1,SVDK,CAPE,3765,75,4320.0
16331,1,CSMT,TVC,1953,43,2350.0
16332,1,TVC,CSMT,1954,42,2425.0
16333,1,VRL,TVC,2407,59,2785.0
16334,1,TVC,VRL,2411,59,2940.0
16335,1,GIMB,NCJ,2348,56,2695.0
16336,1,NCJ,GIMB,2352,56,2775.0
16337,1,OKHA,ERS,2253,50,2535.0
16338,1,ERS,OKHA,2258,51,2680.0
16339,1,CSMT,NCJ,1874,40,2350.0
16340,1,NCJ,CSMT,1875,39,2300.0
16341,1,GUV,TVC,302,23,390.0
16342,1,TVC,GUV,302,22,410.0
16343,1,TVC,MDU,609,22,880.0
16344,1,MDU,TVC,610,22,880.0
16345,1,LTT,TVC,1510,46,1815.0
16346,1,TVC,LTT,1514,46,1855.0
16347,1,TVC,MAQ,630,50,865.0
16348,1,MAQ,TVC,632,49,865.0
16349,1,SRR,NIL,67,9,75.0
16350,1,NIL,SRR,66,9,80.0
16351,1,CSMT,NCJ,1942,47,2405.0
16352,1,NCJ,CSMT,1945,46,2390.0
16353,1,KCG,NCJ,1490,31,1740.0
16354,1,NCJ,KCG,1492,31,1790.0
16359,1,ERS,PNBE,2987,44,3500.0
16360,1,PNBE,ERS,2980,44,3285.0
16381,1,CSMT,CAPE,2130,63,2690.0
16382,1,CAPE,CSMT,2132,62,2760.0
16501,1,ADI,YPR,1797,25,2020.0
16502,1,YPR,ADI,1785,27,2210.0
16505,1,GIMB,SBC,1949,34,2535.0
16506,1,SBC,GIMB,1952,33,2320.0
16507,1,JU,SBC,2103,46,2755.0
16508,1,SBC,JU,2104,45,2580.0
16515,1,YPR,KAWR,667,22,950.0
16516,1,KAWR,YPR,649,22,900.0
16517,1,SBC,CAN,579,20,880.0
16518,1,CAN,SBC,578,20,940.0
16519,1,JTJ,SBC,148,16,215.0
16520,1,SBC,JTJ,148,15,200.0
16521,1,BWT,SBC,70,8,105.0
16522,1,SBC,BWT,70,8,95.0
16523,1,MAQ,KAWR,262,14,315.0
16524,1,KAWR,MAQ,260,14,340.0
16525,1,CAPE,SBC,934,46,1250.0
16526,1,SBC,CAPE,934,49,1160.0
16527,1,YPR,CAN,655,18,800.0
16528,1,CAN,YPR,654,18,835.0
16531,1,AII,SBC,2213,38,2835.0
16532,1,SBC,AII,2201,38,2920.0
16533,1,BGKT,SBC,2173,30,2835.0
16534,1,SBC,BGKT,2161,30,2865.0
16535,1,MYS,SUR,966,32,1240.0
16536,1,SUR,MYS,964,32,1250.0
16557,1,MYS,SBC,138,9,160.0
16558,1,SBC,MYS,138,9,180.0
16565,1,YPR,MAQ,833,20,1065.0
16566,1,MAQ,YPR,833,20,1035.0
16569,1,YPR,KCG,611,15,780.0
16570,1,KCG,YPR,599,15,810.0
16571,1,YPR,BIDR,687,18,855.0
16572,1,BIDR,YPR,687,18,815.0
16573,1,YPR,PDY,453,10,615.0
16574,1,PDY,YPR,452,10,690.0
16575,1,YPR,MAJN,409,14,585.0
16576,1,MAJN,YPR,394,14,540.0
16577,1,YPR,HRR,333,12,435.0
16578,1,HRR,YPR,332,12,375.0
16579,1,YPR,SMET,268,9,345.0
16580,1,SMET,YPR,267,9,330.0
16581,1,YPR,SMET,268,10,370.0
16582,1,SMET,YPR,267,10,365.0
16587,1,YPR,BKN,2440,35,2990.0
16588,1,BKN,YPR,2440,34,3190.0
16589,1,SBC,KOP,797,30,985.0
16590,1,KOP,SBC,794,30,1000.0
16591,1,UBL,MYS,668,30,895.0
16592,1,MYS,UBL,668,30,940.0
16593,1,NED,SBC,1021,43,1410.0
16594,1,SBC,NED,1021,43,1485.0
16603,1,MAQ,TVC,620,32,820.0
16604,1,TVC,MAQ,619,31,760.0
16605,1,MAQ,NCJ,691,41,955.0
16606,1,NCJ,MAQ,689,41,900.0
16613,1,RJT,CBE,2220,35,2675.0
16614,1,CBE,RJT,2222,36,2610.0
16615,1,MQ,CBE,334,10,510.0
16616,1,CBE,MQ,334,9,430.0
16617,1,RMM,CBE,498,17,700.0
16618,1,CBE,RMM,498,15,645.0
16629,1,TVC,MAQ,631,54,930.0
16630,1,MAQ,TVC,632,54,895.0
16649,1,MAQ,NCJ,703,52,930.0
16650,1,NCJ,MAQ,702,50,955.0
16687,1,MAQ,SVDK,3663,63,4215.0
16688,1,SVDK,MAQ,3661,67,4370.0
16723,1,MS,QLN,858,31,1030.0
16724,1,QLN,MS,858,32,1025.0
16733,1,RMM,OKHA,3177,42,3815.0
16734,1,OKHA,RMM,3175,42,3615.0
16779,1,TPTY,RMM,816,23,1115.0
16780,1,RMM,TPTY,817,23,1095.0
16787,1,TEN,ED,454,11,585.0
16788,1,ED,TEN,454,11,565.0
16790,1,ED,TEN,454,11,675.0
16791,1,PUU,PGT,347,29,600.0
16792,1,PGT,PUU,348,29,565.0
16793,1,RMM,FD,2916,20,3450.0
16794,1,FD,RMM,2912,20,3315.0
16853,1,MS,TPJ,400,19,465.0
16854,1,TPJ,MS,400,19,470.0
16855,1,PDY,MAQ,796,23,1015.0
16856,1,MAQ,PDY,795,23,1015.0
16857,1,PDY,MAQ,861,19,1040.0
16858,1,MAQ,PDY,861,19,1015.0
16859,1,MS,MAQ,983,52,1350.0
16860,1,MAQ,MS,982,53,1280.0
16861,1,PDY,CAPE,699,23,930.0
16862,1,CAPE,PDY,698,23,935.0
16863,1,BGKT,MQ,2853,43,2985.0
16864,1,MQ,BGKT,2855,42,3205.0
17001,1,SNSI,SC,771,25,950.0
17002,1,SC,SNSI,771,25,998.0
17009,1,BIDR,HYB,163,9,215.0
17010,1,SC,BIDR,162,9,210.0
17011,1,HYB,SKZR,316,21,370.0
17012,1,SKZR,SC,305,20,345.0
17013,1,PUNE,HYB,639,15,855.0
17014,1,HYB,PUNE,640,15,870.0
17015,1,BBS,SC,1135,41,1380.0
17016,1,SC,BBS,1135,41,1370.0
17017,1,RJT,SC,1467,27,1745.0
17018,1,SC,RJT,1468,28,1680.0
17019,1,JP,HYB,2002,34,2470.0
17020,1,HYB,JP,2004,34,2350.0
17021,1,HYB,GTL,376,9,465.0
17022,1,GTL,HYB,373,9,640.0
17023,1,SC,KRNT,243,16,300.0
17024,1,KRNT,SC,243,14,295.0
17025,1,MUGR,SC,341,15,435.0
17026,1,SC,MUGR,341,15,435.0
17027,1,SC,KRNT,243,13,280.0
17028,1,KRNT,SC,243,13,330.0
17031,1,CSMT,HYB,791,26,1030.0
17032,1,HYB,CSMT,793,26,985.0
17037,1,SC,BKN,2120,28,2455.0
17038,1,BKN,SC,2121,28,2470.0
17057,1,CSMT,SC,875,30,1040.0
17058,1,SC,CSMT,875,29,1125.0
17063,1,MMR,SC,615,23,720.0
17064,1,SC,MMR,615,23,755.0
17201,1,GNT,SC,391,24,465.0
17202,1,SC,GNT,390,25,495.0
17203,1,BVC,COA,2051,31,2450.0
17204,1,COA,BVC,2053,32,2400.0
17205,1,SNSI,COA,1346,39,1585.0
17206,1,COA,SNSI,1347,39,1638.0
17207,1,SNSI,BZA,1129,32,1325.0
17208,1,BZA,SNSI,1130,32,1363.0
17209,1,SBC,CCT,962,35,1185.0
17210,1,CCT,SBC,962,36,1135.0
17211,1,MTM,YPR,768,21,1110.0
17212,1,YPR,MTM,768,21,1005.0
17213,1,NS,NSL,1092,23,1325.0
17214,1,NSL,NS,1092,23,1425.0
17215,1,BZA,DMM,619,16,830.0
17216,1,DMM,BZA,619,16,890.0
17221,1,COA,LTT,1306,23,1580.0
17222,1,LTT,COA,1306,23,1505.0
17225,1,BZA,UBL,693,26,935.0
17226,1,UBL,BZA,691,26,945.0
17229,1,TVC,HYB,1562,43,1780.0
