Train_No,Route_Number,Start_Station,End_Station,Total_Distance,Number_of_Stops,Total_Duration_Minutes
51675,1,KTE,CPU,316,34,545.0
51676,1,CPU,KTE,316,34,620.0
51678,1,SKTN,CPU,81,11,170.0
51679,1,KTE,CPU,316,36,595.0
51680,1,CPU,KTE,316,36,580.0
51685,1,KNW,BIR,32,5,50.0
51686,1,BIR,KNW,33,5,55.0
51687,1,KNW,BIR,32,5,55.0
51688,1,BIR,KNW,33,5,55.0
51701,1,JBP,REWA,238,26,380.0
51702,1,REWA,JBP,238,26,370.0
51703,1,JBP,NIR,124,18,240.0
51704,1,NIR,MML,121,17,215.0
51705,1,MML,NIR,121,17,235.0
51706,1,NIR,MML,121,17,225.0
51708,1,NIR,JBP,124,18,250.0
51753,1,REWA,CHRM,401,30,690.0
51754,1,CHRM,REWA,403,30,820.0
51755,1,CHRM,APR,86,11,175.0
51756,1,APR,CHRM,86,11,195.0
51763,1,STA,MKP,77,10,125.0
51764,1,MKP,STA,77,10,165.0
51765,1,STA,MKP,77,10,185.0
51766,1,MKP,STA,77,10,120.0
51803,1,JHS,CNB,221,26,375.0
51804,1,CNB,JHS,221,26,380.0
51805,1,JHS,MKP,291,31,425.0
51806,1,MKP,JHS,291,31,465.0
51807,1,JHS,BNDA,191,20,260.0
51811,1,BINA,JHS,151,20,235.0
51812,1,JHS,BINA,151,20,250.0
51813,1,JHS,LKO,295,38,515.0
51814,1,LKO,JHS,295,39,470.0
51815,1,JHS,AGC,204,25,310.0
51816,1,AGC,JHS,204,25,330.0
51817,1,KURJ,JHS,254,26,500.0
51818,1,JHS,KURJ,254,27,435.0
51821,1,MBA,KURJ,63,6,75.0
51822,1,KURJ,MBA,63,6,75.0
51827,1,ET,JHS,381,44,940.0
51828,1,JHS,ET,381,44,1030.0
51829,1,NGP,ET,297,35,585.0
51830,1,ET,NGP,297,30,515.0
51831,1,JHS,AGC,204,25,460.0
51832,1,AGC,JHS,204,25,305.0
51861,1,AIT,KNH,13,2,35.0
51862,1,KNH,AIT,13,2,35.0
51863,1,AIT,KNH,13,2,35.0
51864,1,KNH,AIT,13,2,35.0
51865,1,AIT,KNH,13,2,35.0
51866,1,KNH,AIT,13,2,35.0
51867,1,AIT,KNH,13,2,35.0
51868,1,KNH,AIT,13,2,35.0
51869,1,AIT,KNH,13,2,35.0
51870,1,KNH,AIT,13,2,35.0
51881,1,GWL,AGC,107,14,200.0
51882,1,AGC,GWL,107,14,160.0
51883,1,BINA,GWL,345,31,630.0
51884,1,GWL,BINA,345,31,555.0
51885,1,BINA,DMO,152,18,230.0
51886,1,DMO,BINA,154,18,215.0
51901,1,AGC,DLI,190,31,420.0
51902,1,DLI,AGC,194,32,385.0
51905,1,DLI,SMQL,93,24,200.0
51906,1,SMQL,DLI,90,16,150.0
51907,1,SMQL,SRE,70,13,125.0
51908,1,SRE,SMQL,70,13,115.0
51909,1,DLI,SRE,163,36,340.0
51910,1,SRE,DLI,163,36,320.0
51911,1,DLI,SRE,163,36,305.0
51912,1,SRE,DLI,163,36,335.0
51913,1,DLI,SRE,163,32,330.0
51914,1,SRE,DLI,160,28,295.0
51915,1,DLI,FN,52,12,105.0
51916,1,FN,DLI,51,12,125.0
51971,1,MTJ,AWR,122,13,185.0
51972,1,AWR,MTJ,123,13,165.0
51973,1,MTJ,JP,273,34,430.0
51974,1,JP,MTJ,273,34,470.0
52073,1,MJ,MVJ,202,15,370.0
52074,1,MVJ,MJ,202,15,365.0
52075,1,MJ,MVJ,202,16,360.0
52076,1,MVJ,MJ,202,16,355.0
52171,1,GWO,SOE,186,28,655.0
52172,1,SOE,GWO,186,28,660.0
52173,1,GWO,SBL,92,15,310.0
52174,1,SBL,GWO,92,15,300.0
52175,1,GWO,SBL,92,8,280.0
52176,1,SBL,GWO,92,7,280.0
52177,1,SBL,SOE,103,14,340.0
52178,1,SOE,SBL,103,14,330.0
52179,1,DHOA,SRMT,70,9,180.0
52180,1,SRMT,DHOA,70,9,175.0
52181,1,DHOA,TPO,58,9,145.0
52182,1,TPO,BARI,27,5,70.0
52183,1,BARI,SRMT,39,5,100.0
52184,1,SRMT,DHOA,70,9,175.0
52205,1,PBE,MLN,67,13,135.0
52206,1,MLN,PBE,67,8,130.0
52207,1,PBE,MLN,67,13,135.0
52208,1,MLN,PBE,67,13,150.0
52221,1,PBE,MLN,67,13,145.0
52222,1,MLN,PBE,67,13,145.0
52223,1,PBE,MLN,67,13,140.0
52224,1,MLN,PBE,67,13,135.0
52225,1,PBE,MLN,67,8,120.0
52226,1,MLN,PBE,67,13,135.0
52229,1,SZP,PBE,84,15,170.0
52230,1,PBE,SZP,84,16,195.0
52231,1,PBE,SZP,84,15,160.0
52232,1,SZP,PBE,84,15,170.0
52233,1,PBE,SZP,83,15,170.0
52234,1,SZP,PBE,84,16,195.0
52235,1,PBE,SZP,83,14,185.0
52236,1,SZP,PBE,84,13,165.0
52239,1,TQN,MLN,78,6,190.0
52240,1,MLN,TQN,78,6,150.0
52241,1,BRK,MLN,205,18,450.0
52242,1,MLN,BRK,205,18,420.0
52251,1,BRK,MLN,205,18,435.0
52252,1,MLN,BRK,205,19,435.0
52253,1,BRK,MLN,205,18,480.0
52254,1,MLN,BRK,205,18,410.0
52255,1,BRK,MLN,205,19,435.0
52256,1,MLN,BRK,205,18,390.0
52257,1,BRK,MLN,205,16,390.0
52258,1,MLN,BRK,205,16,380.0
52259,1,BRK,MLN,205,16,435.0
52260,1,MLN,BRK,205,16,410.0
52263,1,BRK,NPR,54,6,120.0
52264,1,NPR,BRK,54,6,120.0
52265,1,BRK,NPR,54,6,120.0
52266,1,NPR,BRK,54,6,120.0
52267,1,BRK,NPR,54,6,135.0
52268,1,NPR,BRK,54,6,120.0
52297,1,PBE,SZP,84,6,135.0
52298,1,SZP,PBE,84,6,165.0
52451,1,KLK,SML,95,3,280.0
52452,1,SML,KLK,95,3,285.0
52453,1,KLK,SML,95,12,305.0
52454,1,SML,KLK,95,14,300.0
52455,1,KLK,SML,95,11,320.0
52456,1,SML,KLK,95,10,345.0
52457,1,KLK,SML,95,18,325.0
52458,1,SML,KLK,95,18,345.0
52461,1,PTK,JMKR,93,17,235.0
52462,1,JMKR,PTK,104,17,225.0
52463,1,PTK,BJPL,156,28,405.0
52464,1,BJPL,PTK,176,27,410.0
52465,1,PTK,BJPL,162,30,435.0
52466,1,BJPL,PTK,185,30,420.0
52467,1,PTK,BJPL,162,30,455.0
52468,1,BJPL,PTK,185,30,375.0
52469,1,PTK,BJPL,164,25,400.0
52470,1,BJPL,PTK,169,23,380.0
52471,1,PTK,JDNX,192,30,550.0
52472,1,JDNX,PTK,215,34,610.0
52473,1,PTK,JDNX,191,34,585.0
52474,1,JDNX,PTK,213,33,615.0
52540,1,DJ,NJP,87,12,430.0
52541,1,NJP,DJ,87,12,425.0
52570,1,DJ,KGN,30,5,195.0
52571,1,KGN,DJ,30,5,225.0
52587,1,KGN,DJ,30,5,155.0
52588,1,DJ,KGN,30,5,150.0
52591,1,DJ,DJ,12,3,105.0
52592,1,DJ,DJ,12,3,125.0
52593,1,DJ,DJ,12,3,120.0
52594,1,DJ,DJ,12,3,120.0
52595,1,DJ,DJ,12,3,120.0
52596,1,DJ,DJ,12,3,120.0
52597,1,DJ,DJ,12,3,105.0
52598,1,DJ,DJ,12,3,120.0
52599,1,DJ,DJ,12,3,120.0
52911,1,RUJ,ADIJ,134,14,265.0
52912,1,ADIJ,RUJ,134,14,235.0
52913,1,RUJ,ADIJ,134,14,290.0
52914,1,ADIJ,RUJ,134,14,255.0
52929,1,VRLF,DASF,189,17,420.0
52930,1,DASF,VRLF,189,17,355.0
52931,1,JLRF,DASF,104,11,155.0
52932,1,DASF,JLRF,104,11,145.0
52933,1,VRLF,DASF,189,17,380.0
52934,1,BTDF,GG,154,21,285.0
52935,1,GG,BTDF,154,20,265.0
52938,1,BTDF,ADIJ,175,14,300.0
52939,1,ADIJ,BTDF,175,14,310.0
52940,1,BTDF,GG,154,20,285.0
52941,1,GG,BTDF,154,20,265.0
52942,1,BTDF,GG,154,12,220.0
52943,1,GG,BTDF,154,12,195.0
52944,1,BTDF,GG,154,17,235.0
52945,1,GG,BTDF,154,17,225.0
52946,1,DASF,VRLF,189,17,345.0
52947,1,JLRF,DASF,104,11,140.0
52948,1,DASF,JLRF,104,11,135.0
52949,1,VRLF,DVA,95,12,215.0
52950,1,DVA,VRLF,95,12,195.0
52951,1,DVA,JND,159,19,370.0
52952,1,JND,DVA,159,19,365.0
52953,1,KODR,VRLF,70,7,225.0
52954,1,VRLF,KODR,70,7,155.0
52955,1,KJV,JND,133,12,250.0
52956,1,JND,KJV,133,12,230.0
52963,1,DADN,SWD,63,8,140.0
52964,1,SWD,DADN,63,8,150.0
52973,1,DADN,SWD,63,8,150.0
52974,1,SWD,DADN,63,8,150.0
52975,1,DADN,SWD,63,8,150.0
52976,1,SWD,DADN,63,8,150.0
52987,1,DADN,SWD,63,8,150.0
52988,1,SWD,DADN,63,8,150.0
53001,1,HWH,AZ,209,42,360.0
53002,1,AZ,HWH,216,36,405.0
53005,1,KWAE,AZ,65,17,135.0
53006,1,AZ,KWAE,72,16,110.0
53007,1,KWAE,RPH,131,28,270.0
53008,1,RPH,KWAE,131,29,330.0
53009,1,KWAE,AZ,65,18,125.0
53010,1,AZ,KWAE,72,19,130.0
53011,1,KWAE,AZ,65,15,120.0
53012,1,AZ,KWAE,72,20,135.0
53013,1,KWAE,AZ,72,17,120.0
53014,1,AZ,KWAE,72,17,120.0
53015,1,KWAE,AZ,65,16,120.0
53016,1,AZ,KWAE,72,16,140.0
53017,1,KWAE,AZ,72,17,135.0
53018,1,AZ,KWAE,72,20,133.0
53019,1,KWAE,AZ,65,13,110.0
53020,1,AZ,KWAE,65,15,122.0
53021,1,AZ,SBG,142,25,310.0
53022,1,SBG,AZ,142,25,315.0
53023,1,AZ,RPH,59,11,115.0
53024,1,RPH,AZ,59,10,100.0
53025,1,AZ,RPH,59,11,110.0
53026,1,RPH,AZ,59,11,130.0
53027,1,AZ,MLDT,112,22,220.0
53028,1,MLDT,AZ,112,22,230.0
53029,1,AZ,BGP,217,42,535.0
53030,1,BGP,AZ,217,41,490.0
53031,1,AZ,RPH,59,11,120.0
53034,1,RPH,AZ,59,11,105.0
53035,1,AZ,BHW,87,18,255.0
53036,1,BHW,AZ,87,20,165.0
53037,1,SBG,BGP,74,14,140.0
53038,1,BGP,SBG,74,14,145.0
53041,1,HWH,JYG,718,118,1760.0
53042,1,JYG,HWH,718,107,1610.0
53043,1,HWH,RGD,653,83,1425.0
53044,1,RGD,HWH,653,73,1420.0
53045,1,HWH,RPH,286,21,350.0
53046,1,RPH,HWH,287,20,365.0
53047,1,HWH,RPH,218,23,285.0
53048,1,RPH,HWH,218,23,300.0
53049,1,HWH,MKA,453,53,720.0
53050,1,MKA,HWH,454,50,890.0
53061,1,BWN,HTE,348,50,715.0
53062,1,HTE,BWN,346,50,775.0
53063,1,BWN,BHW,194,31,300.0
53064,1,BHW,BWN,194,31,355.0
53068,1,RPH,BWN,111,19,155.0
53069,1,BWN,RPH,111,19,160.0
53073,1,RPH,SBG,137,22,215.0
53074,1,SBG,RPH,137,22,215.0
53075,1,RPH,BHW,82,13,115.0
53076,1,BHW,RPH,82,13,130.0
53081,1,RPH,DUMK,64,8,100.0
53131,1,SDAH,MFP,571,70,1105.0
53132,1,MFP,SDAH,572,70,1185.0
53137,1,RPH,BHW,82,13,115.0
53138,1,BHW,RPH,82,13,130.0
53139,1,KOAA,JSME,324,18,445.0
53140,1,JSME,KOAA,325,18,395.0
53171,1,SDAH,LGL,231,40,350.0
53172,1,LGL,SDAH,229,38,390.0
53175,1,SDAH,LGL,231,35,350.0
53176,1,LGL,SDAH,229,36,347.0
53177,1,SDAH,LGL,230,29,320.0
53178,1,LGL,SDAH,229,36,370.0
53179,1,KOAA,LGL,223,35,335.0
53180,1,LGL,KOAA,222,39,365.0
53181,1,SDAH,LGL,230,34,340.0
53186,1,LGL,SDAH,229,33,325.0
53207,1,IPR,FUT,42,5,140.0
53208,1,FUT,IPR,42,5,95.0
53209,1,RGD,FUT,71,8,210.0
53210,1,FUT,RGD,71,8,230.0
53211,1,PNBE,SSM,146,13,270.0
53212,1,SSM,PNBE,146,13,350.0
53213,1,PNBE,GAYA,94,26,185.0
53214,1,GAYA,PNBE,88,25,190.0
53221,1,RGD,BKP,53,8,150.0
53222,1,BKP,RGD,53,8,150.0
53223,1,RGD,BKP,53,8,180.0
53224,1,BKP,RGD,53,7,180.0
53225,1,BKP,GAYA,140,13,330.0
53226,1,GAYA,BKP,140,13,353.0
53229,1,RGD,DNR,108,19,300.0
53230,1,DNR,RGD,108,18,295.0
53231,1,TIA,DNR,154,20,515.0
53232,1,DNR,TIA,154,20,385.0
53323,1,SNDT,DHN,27,7,80.0
53324,1,DHN,SNDT,27,7,85.0
53327,1,SNDT,GMO,56,12,125.0
53328,1,GMO,SNDT,56,12,135.0
53333,1,SNDT,DHN,27,6,90.0
53334,1,DHN,SNDT,27,6,70.0
53343,1,GMO,CPU,460,59,800.0
53344,1,CPU,GMO,460,58,790.0
53345,1,CPU,ALD,223,23,515.0
53346,1,ALD,CPU,223,23,475.0
53347,1,GMO,BRWD,258,36,420.0
53348,1,BRWD,GMO,258,35,485.0
53349,1,BRWD,DOS,159,24,255.0
53350,1,DOS,BRWD,159,24,275.0
53351,1,BRWD,CAR,304,31,535.0
53352,1,CAR,BRWD,304,31,560.0
53357,1,BRKA,DOS,316,43,490.0
53358,1,DOS,BRKA,316,42,495.0
53363,1,GAYA,DOS,85,14,125.0
53364,1,DOS,GAYA,85,14,130.0
53365,1,KWAR,KQR,87,9,150.0
53366,1,KQR,KWAR,87,9,150.0
53369,1,KWAR,KQR,87,9,150.0
53370,1,KQR,KWAR,87,9,150.0
53371,1,KQR,BRKA,139,16,270.0
53372,1,BRKA,KQR,139,16,260.0
53373,1,KQR,BRKA,139,16,250.0
53374,1,BRKA,KQR,139,16,260.0
53401,1,SBG,MLDT,103,19,195.0
53402,1,MLDT,SBG,103,19,185.0
53403,1,RPH,GAYA,433,66,1102.0
53404,1,GAYA,JMP,174,21,390.0
53405,1,RPH,SBG,137,22,206.0
53406,1,SBG,RPH,137,22,245.0
53408,1,JMP,RPH,259,46,525.0
53411,1,BHW,SBG,54,10,90.0
53412,1,SBG,BHW,54,10,90.0
53415,1,SBG,JMP,127,31,270.0
53416,1,JMP,SBG,127,31,245.0
53417,1,BWN,MLDT,233,39,360.0
53418,1,MLDT,BWN,233,39,400.0
53423,1,JMP,KIUL,45,13,75.0
53424,1,KIUL,JMP,44,13,85.0
53431,1,SBG,JMP,127,31,290.0
53432,1,JMP,SBG,127,31,235.0
53433,1,AZ,BHW,87,19,195.0
53434,1,BHW,AZ,87,19,165.0
53435,1,KWAE,AZ,65,19,140.0
53436,1,AZ,KWAE,65,18,145.0
53441,1,HSDA,BGP,71,16,175.0
53442,1,BGP,HSDA,72,16,175.0
53443,1,HSDA,BGP,71,16,165.0
53444,1,BGP,HSDA,73,18,180.0
53445,1,HSDA,BGP,71,16,180.0
53446,1,BGP,HSDA,72,16,175.0
53447,1,BAKA,BGP,50,15,135.0
53448,1,BGP,BAKA,51,15,140.0
53449,1,BAKA,BGP,50,15,135.0
53450,1,BGP,BAKA,51,15,140.0
53451,1,DUMK,HSDA,41,6,80.0
53452,1,HSDA,DUMK,41,6,85.0
53479,1,JMP,KIUL,45,13,80.0
53480,1,KIUL,JMP,44,13,85.0
53481,1,TPH,RJL,11,2,25.0
53482,1,RJL,TPH,11,2,25.0
53483,1,TPH,RJL,11,2,25.0
53484,1,RJL,TPH,11,2,25.0
53485,1,TPH,RJL,11,2,28.0
53486,1,RJL,TPH,11,2,25.0
53487,1,TPH,RJL,11,2,28.0
53488,1,RJL,TPH,11,2,25.0
53489,1,TPH,RJL,11,2,25.0
53490,1,RJL,TPH,11,2,25.0
53491,1,TPH,RJL,11,2,25.0
53492,1,RJL,TPH,11,2,28.0
53493,1,TPH,RJL,11,2,25.0
53494,1,RJL,TPH,11,2,25.0
53495,1,TPH,RJL,11,2,25.0
53496,1,RJL,TPH,11,2,25.0
53497,1,BGP,JMP,52,18,100.0
53498,1,JMP,BGP,52,18,127.0
53511,1,MDP,GRD,38,7,60.0
53512,1,GRD,MDP,37,7,55.0
53513,1,MDP,GRD,38,7,60.0
53514,1,GRD,MDP,37,7,60.0
53515,1,MDP,GRD,38,7,60.0
53516,1,GRD,MDP,37,7,60.0
53517,1,MDP,GRD,38,7,60.0
53518,1,GRD,MDP,37,7,55.0
53519,1,MDP,GRD,38,7,55.0
53520,1,GRD,MDP,37,7,55.0
53523,1,ASN,BRKA,188,35,375.0
53524,1,BRKA,ASN,188,35,410.0
53525,1,BRKA,BSB,453,63,820.0
53526,1,BSB,BRKA,453,62,810.0
53551,1,DUMK,JSME,70,9,100.0
53552,1,JSME,DUMK,70,9,100.0
53553,1,DUMK,JSME,70,9,100.0
53554,1,JSME,DUMK,70,9,100.0
53555,1,DUMK,JSME,70,9,105.0
53556,1,JSME,DUMK,70,9,105.0
53611,1,BRWD,DOS,159,24,275.0
53612,1,DOS,BRWD,159,24,285.0
53615,1,JMP,GAYA,174,19,365.0
53616,1,GAYA,JMP,174,19,320.0
53623,1,JAJ,GAYA,183,20,385.0
53624,1,GAYA,JAJ,183,21,475.0
53625,1,KIUL,GAYA,129,13,315.0
53626,1,GAYA,KIUL,129,13,290.0
53627,1,KIUL,GAYA,129,12,325.0
53628,1,GAYA,KIUL,129,12,345.0
53629,1,KIUL,GAYA,129,12,285.0
53630,1,GAYA,KIUL,129,13,285.0
53631,1,KIUL,GAYA,129,12,245.0
53632,1,GAYA,KIUL,129,12,275.0
53641,1,DLN,MGS,53,9,145.0
53642,1,MGS,DLN,53,9,90.0
53643,1,DLN,TRG,18,4,60.0
53644,1,TRG,DLN,18,4,60.0
53645,1,DLN,TRG,18,4,60.0
53646,1,TRG,DLN,18,4,60.0
53647,1,DLN,TRG,18,4,60.0
53648,1,TRG,DLN,18,4,60.0
54001,1,TKJ,ROK,73,20,160.0
54002,1,ROK,TKJ,73,20,148.0
54005,1,DLI,BNW,119,23,235.0
54006,1,JIND,ROK,141,25,275.0
54007,1,ROK,JIND,141,25,260.0
54008,1,JIND,ROK,141,25,250.0
54009,1,ROK,JIND,141,25,280.0
54010,1,NRW,JIND,33,5,45.0
54011,1,TKJ,SDLP,227,39,400.0
54012,1,SDLP,TKJ,227,39,388.0
54013,1,ROK,BNW,49,7,65.0
54014,1,BNW,ROK,49,7,95.0
54015,1,ROK,BNW,49,7,95.0
54016,1,BNW,ROK,49,7,75.0
54018,1,BNW,ROK,49,7,85.0
54019,1,RE,ROK,81,8,100.0
54023,1,ROK,JIND,57,9,80.0
54024,1,JIND,DLI,127,25,275.0
54025,1,ROK,PNP,60,6,165.0
54026,1,PNP,ROK,71,6,105.0
54031,1,DLI,JIND,127,25,215.0
54032,1,JIND,DLI,127,25,220.0
54033,1,DLI,NRW,160,29,300.0
54034,1,JIND,DLI,127,25,235.0
54035,1,DLI,JHL,199,35,360.0
54036,1,JHL,DLI,199,35,335.0
54037,1,KKDE,JIND,120,17,205.0
54038,1,JIND,KKDE,119,17,180.0
54039,1,KKDE,JIND,120,17,195.0
54040,1,JIND,KKDE,119,17,185.0
54041,1,KKDE,JIND,120,17,185.0
54042,1,JIND,KKDE,119,17,190.0
54043,1,JIND,HSR,327,40,480.0
54044,1,HSR,JIND,327,40,590.0
54045,1,JIND,FZR,257,34,550.0
54046,1,FZR,JIND,257,36,440.0
54047,1,KKDE,JIND,120,10,175.0
54048,1,JIND,KKDE,119,17,200.0
54049,1,ROK,JIND,141,25,260.0
54050,1,JIND,ROK,141,25,255.0
54051,1,LDH,FZR,123,14,185.0
54052,1,FZR,LDH,123,14,170.0
54053,1,JHL,LDH,128,19,195.0
54054,1,LDH,JHL,128,19,215.0
54055,1,MB,DLI,160,26,355.0
54056,1,DLI,MB,160,26,335.0
54057,1,DLI,SMQL,93,24,220.0
54058,1,SMQL,DLI,93,24,220.0
54059,1,DLI,SMQL,90,16,150.0
54060,1,SMQL,DLI,93,24,220.0
54075,1,SPC,DLI,408,40,795.0
54076,1,DLI,SPC,408,44,825.0
54077,1,BE,MB,110,18,265.0
54078,1,MB,BE,110,19,290.0
54085,1,DLI,RE,82,18,160.0
54086,1,RE,DLI,82,18,190.0
54091,1,NBD,KTW,24,3,50.0
54092,1,KTW,NBD,24,3,50.0
54101,1,PRG,CNB,208,34,375.0
54102,1,CNB,PRG,208,34,365.0
54103,1,CAR,ALD,120,16,185.0
54104,1,ALD,CAR,120,16,190.0
54107,1,ALD,JNU,113,19,310.0
54108,1,JNU,ALD,113,19,275.0
54109,1,MGS,FD,214,33,415.0
54110,1,FD,MGS,214,33,425.0
54152,1,CNB,FTP,77,13,165.0
54153,1,RBL,CNB,167,27,350.0
54154,1,CNB,RBL,167,27,338.0
54155,1,CNB,FBD,138,27,265.0
54156,1,FBD,CNB,139,27,250.0
54158,1,FBD,CPA,136,26,220.0
54159,1,JHS,ALD,397,44,695.0
54161,1,KURJ,CNB,261,27,395.0
54162,1,CNB,KURJ,261,28,400.0
54201,1,LKO,RBD,37,7,65.0
54211,1,RBL,CNB,128,23,260.0
54212,1,CNB,RBL,128,23,280.0
54221,1,RBL,RRS,57,10,110.0
54222,1,RRS,RBL,57,10,135.0
54223,1,RBL,RRS,57,10,145.0
54224,1,RRS,RBL,57,10,120.0
54225,1,UCR,RBL,37,5,50.0
54226,1,RBL,UCR,37,5,50.0
54227,1,UCR,RBL,37,5,75.0
54228,1,RBL,UCR,37,5,50.0
54231,1,FD,LKO,127,18,220.0
54232,1,LKO,FD,127,18,255.0
54233,1,FD,LKO,127,18,190.0
54234,1,LKO,FD,127,18,260.0
54237,1,MUR,FD,46,7,90.0
54238,1,FD,MUR,45,7,90.0
54239,1,MUR,AY,38,5,60.0
54240,1,AY,MUR,38,5,55.0
54243,1,MUR,AY,38,5,60.0
54244,1,AY,MUR,38,5,65.0
54251,1,LKO,SRE,508,74,1370.0
54252,1,SRE,LKO,518,75,1190.0
54253,1,PRG,LKO,225,32,550.0
54254,1,LKO,PRG,225,32,440.0
54255,1,BSB,LKO,301,43,535.0
54256,1,LKO,BSB,301,42,610.0
54261,1,MGS,JNU,75,14,180.0
54262,1,JNU,BSB,57,11,120.0
54263,1,BSB,SLN,143,21,210.0
54264,1,SLN,BSB,143,21,220.0
54265,1,BSB,SLN,143,21,235.0
54266,1,SLN,BSB,143,21,255.0
54267,1,MGS,BSB,18,4,50.0
54268,1,BSB,MGS,18,4,50.0
54270,1,BSB,MGS,18,4,47.0
54271,1,ARA,MGS,198,31,430.0
54272,1,MGS,ARA,198,31,348.0
54273,1,ARA,SSM,97,17,205.0
54274,1,SSM,ARA,97,17,260.0
54281,1,SLN,LKO,139,19,245.0
54282,1,LKO,SLN,139,18,255.0
54283,1,SLN,LKO,139,18,310.0
54284,1,LKO,SLN,139,18,230.0
54291,1,BSB,PBH,128,18,220.0
54292,1,PBH,BSB,128,18,255.0
54293,1,PBH,LKO,172,25,335.0
54294,1,LKO,PBH,172,27,395.0
54303,1,DLI,KLK,266,41,510.0
54304,1,KLK,DLI,331,47,755.0
54307,1,MB,DLI,160,23,370.0
54308,1,DLI,MB,160,23,380.0
54309,1,DLI,RE,82,18,170.0
54310,1,RE,DLI,82,18,170.0
54311,1,BE,MB,110,20,210.0
54312,1,MB,BE,110,20,225.0
54313,1,CH,MB,43,9,115.0
54314,1,MB,CH,43,9,105.0
54321,1,BLM,SCC,64,13,293.0
54322,1,SCC,BLM,64,13,170.0
54323,1,BUW,SCC,98,11,145.0
54324,1,SCC,BUW,97,14,140.0
54325,1,SPC,CNB,176,30,545.0
54326,1,CNB,SPC,176,30,540.0
54327,1,SPC,SPN,86,11,170.0
54328,1,SPN,SPC,86,11,140.0
54329,1,BLM,SPN,95,16,205.0
54330,1,SPN,BLM,95,16,195.0
54331,1,LKO,BLM,68,11,145.0
54332,1,BLM,LKO,68,10,145.0
54333,1,BSB,LKO,323,46,750.0
54334,1,LKO,BSB,323,46,640.0
54335,1,BLM,CNB,117,20,230.0
54336,1,CNB,BLM,117,20,235.0
54341,1,SRE,DDN,131,21,385.0
54342,1,DDN,SRE,131,21,320.0
54351,1,ALJN,BE,164,27,370.0
54352,1,BE,ALJN,164,27,345.0
54353,1,ALJN,BE,164,22,350.0
54354,1,BE,ALJN,164,27,350.0
54355,1,ROZA,BE,78,13,135.0
54356,1,BE,ROZA,78,13,190.0
54371,1,PRG,FD,150,21,405.0
54372,1,FD,PRG,150,21,310.0
54373,1,PRG,FD,150,21,295.0
54374,1,FD,PRG,150,21,330.0
54375,1,PRG,JNU,107,18,245.0
54376,1,JNU,PRG,107,18,235.0
54377,1,PRG,BE,429,62,870.0
54378,1,BE,PRG,429,62,930.0
54381,1,GJL,NBD,106,17,225.0
54382,1,NBD,GJL,106,18,275.0
54383,1,GJL,NBD,106,18,240.0
54384,1,NBD,GJL,106,17,230.0
54385,1,NBD,KTW,24,3,50.0
54386,1,KTW,NBD,24,3,50.0
54387,1,NBD,KTW,24,3,50.0
54388,1,KTW,NBD,24,3,50.0
54389,1,NBD,KTW,24,3,50.0
54390,1,KTW,NBD,24,3,50.0
54391,1,ALJN,MB,142,24,275.0
54392,1,MB,ALJN,142,24,285.0
54393,1,MB,GJL,53,9,130.0
54394,1,GJL,MB,53,9,140.0
54395,1,MB,NBD,159,23,375.0
54396,1,NBD,MB,159,23,330.0
54397,1,SHTS,MB,47,9,160.0
54398,1,MB,SHTS,47,9,140.0
54401,1,KRJ,MTC,92,14,215.0
54402,1,MTC,KRJ,92,14,260.0
54403,1,KRJ,MTC,92,14,190.0
54404,1,MTC,KRJ,92,14,175.0
54405,1,KRJ,MTC,92,14,210.0
54406,1,MTC,KRJ,92,13,175.0
54411,1,RE,MUT,160,37,345.0
54412,1,MUT,RE,160,37,325.0
54413,1,DLI,RE,82,18,150.0
54414,1,RE,DLI,82,18,155.0
54416,1,RE,DLI,82,18,150.0
54417,1,DLI,RE,82,18,155.0
54420,1,RE,DLI,82,18,175.0
54421,1,DLI,RE,82,18,190.0
54423,1,DLI,BNW,119,23,215.0
54424,1,BNW,DLI,119,23,220.0
54461,1,BKI,BE,415,55,940.0
54462,1,BE,BKI,416,56,885.0
54463,1,CH,RKSH,233,38,580.0
54464,1,RKSH,CH,233,36,670.0
54465,1,FBD,TDL,142,21,250.0
54466,1,TDL,FBD,142,21,275.0
54467,1,TDL,ETAH,73,10,140.0
54468,1,ETAH,TDL,73,10,100.0
54469,1,TDL,ETAH,73,10,110.0
54470,1,ETAH,TDL,73,10,110.0
54471,1,DLI,RKSH,283,45,665.0
54472,1,RKSH,DLI,283,46,715.0
54473,1,DLI,SRE,189,33,355.0
54474,1,SRE,DLI,189,28,305.0
54475,1,DLI,HW,243,50,720.0
54476,1,HW,DLI,243,50,710.0
54481,1,HW,RKSH,22,5,65.0
54482,1,RKSH,HW,22,5,60.0
54483,1,HW,RKSH,22,5,60.0
54484,1,RKSH,HW,22,5,70.0
54485,1,HW,RKSH,22,5,70.0
54486,1,RKSH,HW,22,5,55.0
54531,1,UMB,KLK,69,8,110.0
54532,1,KLK,UMB,69,8,100.0
54539,1,NZM,UMB,272,42,675.0
54540,1,UMB,NZM,272,40,625.0
54541,1,MTC,UMB,194,28,355.0
54542,1,UMB,MTC,194,28,425.0
54551,1,UMB,BTI,201,26,305.0
54552,1,BTI,UMB,201,26,315.0
54553,1,UMB,DUI,106,14,150.0
54555,1,DUI,BTI,95,13,140.0
54556,1,BTI,UMB,201,24,320.0
